film_id,title,description,special_features,rating,length,rental_duration,rental_rate,replacement_cost,language_id
940,VICTORY ACADEMY,A Insightful Epistle of a Mad Scientist And a Explorer who must Challenge a Cat in The Sahara Desert,"Trailers, Behind the Scenes",PG-13,64,6,0.99,19.99,1
941,VIDEOTAPE ARSENIC,A Lacklusture Display of a Girl And a Astronaut who must Succumb a Student in Australia,"Commentaries, Deleted Scenes, Behind the Scenes",NC-17,145,4,4.99,10.99,1
942,VIETNAM SMOOCHY,A Lacklusture Display of a Butler And a Man who must Sink a Explorer in Soviet Georgia,"Deleted Scenes, Behind the Scenes",PG-13,174,7,0.99,27.99,1
943,VILLAIN DESPERATE,A Boring Yarn of a Pioneer And a Feminist who must Redeem a Cat in An Abandoned Amusement Park,"Trailers, Commentaries",PG-13,76,4,4.99,27.99,1
944,VIRGIN DAISY,A Awe-Inspiring Documentary of a Robot And a Mad Scientist who must Reach a Database Administrator in A Shark Tank,"Trailers, Behind the Scenes",PG-13,179,6,4.99,29.99,1
945,VIRGINIAN PLUTO,A Emotional Panorama of a Dentist And a Crocodile who must Meet a Boy in Berlin,Deleted Scenes,R,164,5,0.99,22.99,1
946,VIRTUAL SPOILERS,A Fateful Tale of a Database Administrator And a Squirrel who must Discover a Student in Soviet Georgia,"Commentaries, Deleted Scenes",NC-17,144,3,4.99,14.99,1
947,VISION TORQUE,A Thoughtful Documentary of a Dog And a Man who must Sink a Man in A Shark Tank,"Commentaries, Deleted Scenes",PG-13,59,5,0.99,16.99,1
948,VOICE PEACH,A Amazing Panorama of a Pioneer And a Student who must Overcome a Mad Scientist in A Manhattan Penthouse,"Commentaries, Behind the Scenes",PG-13,139,6,0.99,22.99,1
949,VOLCANO TEXAS,A Awe-Inspiring Yarn of a Hunter And a Feminist who must Challenge a Dentist in The Outback,"Trailers, Commentaries, Deleted Scenes, Behind the Scenes",NC-17,157,6,0.99,27.99,1
950,VOLUME HOUSE,A Boring Tale of a Dog And a Woman who must Meet a Dentist in California,Commentaries,PG,132,7,4.99,12.99,1
951,VOYAGE LEGALLY,A Epic Tale of a Squirrel And a Hunter who must Conquer a Boy in An Abandoned Mine Shaft,"Commentaries, Behind the Scenes",PG-13,78,6,0.99,28.99,1
952,WAGON JAWS,A Intrepid Drama of a Moose And a Boat who must Kill a Explorer in A Manhattan Penthouse,"Deleted Scenes, Behind the Scenes",PG,152,7,2.99,17.99,1
953,WAIT CIDER,A Intrepid Epistle of a Woman And a Forensic Psychologist who must Succumb a Astronaut in A Manhattan Penthouse,Trailers,PG-13,112,3,0.99,9.99,1
954,WAKE JAWS,A Beautiful Saga of a Feminist And a Composer who must Challenge a Moose in Berlin,"Trailers, Commentaries, Deleted Scenes, Behind the Scenes",G,73,7,4.99,18.99,1
955,WALLS ARTIST,A Insightful Panorama of a Teacher And a Teacher who must Overcome a Mad Cow in An Abandoned Fun House,"Trailers, Behind the Scenes",PG,135,7,4.99,19.99,1
956,WANDA CHAMBER,A Insightful Drama of a A Shark And a Pioneer who must Find a Womanizer in The Outback,"Commentaries, Deleted Scenes, Behind the Scenes",PG-13,107,7,4.99,23.99,1
957,WAR NOTTING,A Boring Drama of a Teacher And a Sumo Wrestler who must Challenge a Secret Agent in The Canadian Rockies,"Deleted Scenes, Behind the Scenes",G,80,7,4.99,26.99,1
958,WARDROBE PHANTOM,A Action-Packed Display of a Mad Cow And a Astronaut who must Kill a Car in Ancient India,"Trailers, Commentaries",G,178,6,2.99,19.99,1
959,WARLOCK WEREWOLF,A Astounding Yarn of a Pioneer And a Crocodile who must Defeat a A Shark in The Outback,"Commentaries, Behind the Scenes",G,83,6,2.99,10.99,1
960,WARS PLUTO,A Taut Reflection of a Teacher And a Database Administrator who must Chase a Madman in The Sahara Desert,"Commentaries, Behind the Scenes",G,128,5,2.99,15.99,1
961,WASH HEAVENLY,A Awe-Inspiring Reflection of a Cat And a Pioneer who must Escape a Hunter in Ancient China,Commentaries,R,161,7,4.99,22.99,1
962,WASTELAND DIVINE,A Fanciful Story of a Database Administrator And a Womanizer who must Fight a Database Administrator in Ancient China,"Trailers, Deleted Scenes, Behind the Scenes",PG,85,7,2.99,18.99,1
963,WATCH TRACY,A Fast-Paced Yarn of a Dog And a Frisbee who must Conquer a Hunter in Nigeria,"Trailers, Deleted Scenes, Behind the Scenes",PG,78,5,0.99,12.99,1
964,WATERFRONT DELIVERANCE,A Unbelieveable Documentary of a Dentist And a Technical Writer who must Build a Womanizer in Nigeria,Behind the Scenes,G,61,4,4.99,17.99,1
965,WATERSHIP FRONTIER,A Emotional Yarn of a Boat And a Crocodile who must Meet a Moose in Soviet Georgia,Commentaries,G,112,6,0.99,28.99,1
966,WEDDING APOLLO,A Action-Packed Tale of a Student And a Waitress who must Conquer a Lumberjack in An Abandoned Mine Shaft,Trailers,PG,70,3,0.99,14.99,1
967,WEEKEND PERSONAL,A Fast-Paced Documentary of a Car And a Butler who must Find a Frisbee in A Jet Boat,"Trailers, Commentaries, Deleted Scenes, Behind the Scenes",R,134,5,2.99,26.99,1
968,WEREWOLF LOLA,A Fanciful Story of a Man And a Sumo Wrestler who must Outrace a Student in A Monastery,"Trailers, Behind the Scenes",G,79,6,4.99,19.99,1
969,WEST LION,A Intrepid Drama of a Butler And a Lumberjack who must Challenge a Database Administrator in A Manhattan Penthouse,Trailers,G,159,4,4.99,29.99,1
970,WESTWARD SEABISCUIT,A Lacklusture Tale of a Butler And a Husband who must Face a Boy in Ancient China,"Commentaries, Deleted Scenes",NC-17,52,7,0.99,11.99,1
971,WHALE BIKINI,A Intrepid Story of a Pastry Chef And a Database Administrator who must Kill a Feminist in A MySQL Convention,"Commentaries, Deleted Scenes, Behind the Scenes",PG-13,109,4,4.99,11.99,1
972,WHISPERER GIANT,A Intrepid Story of a Dentist And a Hunter who must Confront a Monkey in Ancient Japan,"Trailers, Deleted Scenes",PG-13,59,4,4.99,24.99,1
973,WIFE TURN,A Awe-Inspiring Epistle of a Teacher And a Feminist who must Confront a Pioneer in Ancient Japan,"Deleted Scenes, Behind the Scenes",NC-17,183,3,4.99,27.99,1
974,WILD APOLLO,A Beautiful Story of a Monkey And a Sumo Wrestler who must Conquer a A Shark in A MySQL Convention,"Trailers, Commentaries, Deleted Scenes, Behind the Scenes",R,181,4,0.99,24.99,1
975,WILLOW TRACY,A Brilliant Panorama of a Boat And a Astronaut who must Challenge a Teacher in A Manhattan Penthouse,"Trailers, Commentaries, Behind the Scenes",R,137,6,2.99,22.99,1
976,WIND PHANTOM,A Touching Saga of a Madman And a Forensic Psychologist who must Build a Sumo Wrestler in An Abandoned Mine Shaft,"Commentaries, Deleted Scenes",R,111,6,0.99,12.99,1
977,WINDOW SIDE,A Astounding Character Study of a Womanizer And a Hunter who must Escape a Robot in A Monastery,"Deleted Scenes, Behind the Scenes",R,85,3,2.99,25.99,1
978,WISDOM WORKER,A Unbelieveable Saga of a Forensic Psychologist And a Student who must Face a Squirrel in The First Manned Space Station,"Deleted Scenes, Behind the Scenes",R,98,3,0.99,12.99,1
979,WITCHES PANIC,A Awe-Inspiring Drama of a Secret Agent And a Hunter who must Fight a Moose in Nigeria,"Commentaries, Behind the Scenes",NC-17,100,6,4.99,10.99,1
980,WIZARD COLDBLOODED,A Lacklusture Display of a Robot And a Girl who must Defeat a Sumo Wrestler in A MySQL Convention,"Commentaries, Deleted Scenes, Behind the Scenes",PG,75,4,4.99,12.99,1
981,WOLVES DESIRE,A Fast-Paced Drama of a Squirrel And a Robot who must Succumb a Technical Writer in A Manhattan Penthouse,Behind the Scenes,NC-17,55,7,0.99,13.99,1
982,WOMEN DORADO,A Insightful Documentary of a Waitress And a Butler who must Vanquish a Composer in Australia,"Deleted Scenes, Behind the Scenes",R,126,4,0.99,23.99,1
983,WON DARES,A Unbelieveable Documentary of a Teacher And a Monkey who must Defeat a Explorer in A U-Boat,Behind the Scenes,PG,105,7,2.99,18.99,1
984,WONDERFUL DROP,A Boring Panorama of a Woman And a Madman who must Overcome a Butler in A U-Boat,Commentaries,NC-17,126,3,2.99,20.99,1
985,WONDERLAND CHRISTMAS,A Awe-Inspiring Character Study of a Waitress And a Car who must Pursue a Mad Scientist in The First Manned Space Station,Commentaries,PG,111,4,4.99,19.99,1
986,WONKA SEA,A Brilliant Saga of a Boat And a Mad Scientist who must Meet a Moose in Ancient India,"Trailers, Commentaries",NC-17,85,6,2.99,24.99,1
987,WORDS HUNTER,A Action-Packed Reflection of a Composer And a Mad Scientist who must Face a Pioneer in A MySQL Convention,"Trailers, Commentaries, Deleted Scenes",PG,116,3,2.99,13.99,1
988,WORKER TARZAN,A Action-Packed Yarn of a Secret Agent And a Technical Writer who must Battle a Sumo Wrestler in The First Manned Space Station,"Trailers, Commentaries, Behind the Scenes",R,139,7,2.99,26.99,1
989,WORKING MICROCOSMOS,A Stunning Epistle of a Dentist And a Dog who must Kill a Madman in Ancient China,"Commentaries, Deleted Scenes",R,74,4,4.99,22.99,1
990,WORLD LEATHERNECKS,A Unbelieveable Tale of a Pioneer And a Astronaut who must Overcome a Robot in An Abandoned Amusement Park,"Trailers, Behind the Scenes",PG-13,171,3,0.99,13.99,1
991,WORST BANGER,A Thrilling Drama of a Madman And a Dentist who must Conquer a Boy in The Outback,"Deleted Scenes, Behind the Scenes",PG,185,4,2.99,26.99,1
992,WRATH MILE,A Intrepid Reflection of a Technical Writer And a Hunter who must Defeat a Sumo Wrestler in A Monastery,"Trailers, Commentaries",NC-17,176,5,0.99,17.99,1
993,WRONG BEHAVIOR,A Emotional Saga of a Crocodile And a Sumo Wrestler who must Discover a Mad Cow in New Orleans,"Trailers, Behind the Scenes",PG-13,178,6,2.99,10.99,1
994,WYOMING STORM,A Awe-Inspiring Panorama of a Robot And a Boat who must Overcome a Feminist in A U-Boat,Deleted Scenes,PG-13,100,6,4.99,29.99,1
995,YENTL IDAHO,A Amazing Display of a Robot And a Astronaut who must Fight a Womanizer in Berlin,"Trailers, Commentaries, Deleted Scenes",R,86,5,4.99,11.99,1
996,YOUNG LANGUAGE,A Unbelieveable Yarn of a Boat And a Database Administrator who must Meet a Boy in The First Manned Space Station,"Trailers, Behind the Scenes",G,183,6,0.99,9.99,1
997,YOUTH KICK,A Touching Drama of a Teacher And a Cat who must Challenge a Technical Writer in A U-Boat,"Trailers, Behind the Scenes",NC-17,179,4,0.99,14.99,1
998,ZHIVAGO CORE,A Fateful Yarn of a Composer And a Man who must Face a Boy in The Canadian Rockies,Deleted Scenes,NC-17,105,6,0.99,10.99,1
999,ZOOLANDER FICTION,A Fateful Reflection of a Waitress And a Boat who must Discover a Sumo Wrestler in Ancient China,"Trailers, Deleted Scenes",R,101,5,2.99,28.99,1
1000,ZORRO ARK,A Intrepid Panorama of a Mad Scientist And a Boy who must Redeem a Boy in A Monastery,"Trailers, Commentaries, Behind the Scenes",NC-17,50,3,4.99,18.99,1
